worksheet_name,line_num,line_description,example_sas_column,current_description
,1,,E1_1_HOS_C4_1,Hospital | Line 1 | Col 4
"E-3, Part IV: Settlement - Hospital",400,,E3_4_HOS_C1_4,Hospital | Line 4 | Col 1
"E-3, Part IV: Settlement - Hospital",500,,E3_4_HOS_C1_5,Hospital | Line 5 | Col 1
"E-3, Part IV: Settlement - Hospital",600,,E3_4_HOS_C1_6,Hospital | Line 6 | Col 1
"E-3, Part IV: Settlement - Hospital",700,,E3_4_HOS_C1_7,Hospital | Line 7 | Col 1
"E-3, Part IV: Settlement - Hospital",800,,E3_4_HOS_C1_8,Hospital | Line 8 | Col 1
"E-3, Part IV: Settlement - Hospital",900,,E3_4_HOS_C1_9,Hospital | Line 9 | Col 1
"E-3, Part IV: Settlement - Hospital",1000,,E3_4_HOS_C1_10,Hospital | Line 10 | Col 1
"E-3, Part IV: Settlement - Hospital",1100,,E3_4_HOS_C1_11,Hospital | Line 11 | Col 1
"E-3, Part IV: Settlement - Hospital",1200,,E3_4_HOS_C1_12,Hospital | Line 12 | Col 1
"E-3, Part IV: Settlement - Hospital",1300,,E3_4_HOS_C1_13,Hospital | Line 13 | Col 1
"E-3, Part IV: Settlement - Hospital",1400,,E3_4_HOS_C1_14,Hospital | Line 14 | Col 1
"E-3, Part IV: Settlement - Hospital",1500,,E3_4_HOS_C1_15,Hospital | Line 15 | Col 1
"E-3, Part IV: Settlement - Hospital",1600,,E3_4_HOS_C1_16,Hospital | Line 16 | Col 1
"E-3, Part IV: Settlement - Hospital",1700,,E3_4_HOS_C1_17,Hospital | Line 17 | Col 1
"E-3, Part IV: Settlement - Hospital",1800,,E3_4_HOS_C1_18,Hospital | Line 18 | Col 1
"E-3, Part IV: Settlement - Hospital",1900,,E3_4_HOS_C1_19,Hospital | Line 19 | Col 1
"E-3, Part IV: Settlement - Hospital",2000,,E3_4_HOS_C1_20,Hospital | Line 20 | Col 1
"E-3, Part IV: Settlement - Hospital",2100,,E3_4_HOS_C1_21,Hospital | Line 21 | Col 1
"E-3, Part IV: Settlement - Hospital",2200,,E3_4_HOS_C1_22,Hospital | Line 22 | Col 1
"E-3, Part IV: Settlement - Hospital",2201,,E3_4_HOS_C1_2201,Hospital | Line 22.01 | Col 1
"E-3, Part IV: Settlement - Hospital",2300,,E3_4_HOS_C1_23,Hospital | Line 23 | Col 1
"E-3, Part IV: Settlement - Hospital",2400,,E3_4_HOS_C1_24,Hospital | Line 24 | Col 1
"E-3, Part IV: Settlement - Hospital",2500,,E3_4_HOS_C1_25,Hospital | Line 25 | Col 1
"E-3, Part IV: Settlement - Hospital",2600,,E3_4_HOS_C1_26,Hospital | Line 26 | Col 1
"E-3, Part IV: Settlement - Hospital",5000,,E3_4_HOS_C1_50,Hospital | Line 50 | Col 1
"E-3, Part IV: Settlement - Hospital",5100,,E3_4_HOS_C1_51,Hospital | Line 51 | Col 1
"E-3, Part IV: Settlement - Hospital",5200,,E3_4_HOS_C1_52,Hospital | Line 52 | Col 1
"E-3, Part IV: Settlement - Hospital",5300,,E3_4_HOS_C1_53,Hospital | Line 53 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",100,,E3_4_SUB1_C1_1,Subprovider 1 | Line 1 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",200,,E3_4_SUB1_C1_2,Subprovider 1 | Line 2 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",300,,E3_4_SUB1_C1_3,Subprovider 1 | Line 3 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",400,,E3_4_SUB1_C1_4,Subprovider 1 | Line 4 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",500,,E3_4_SUB1_C1_5,Subprovider 1 | Line 5 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",600,,E3_4_SUB1_C1_6,Subprovider 1 | Line 6 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",700,,E3_4_SUB1_C1_7,Subprovider 1 | Line 7 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",800,,E3_4_SUB1_C1_8,Subprovider 1 | Line 8 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",900,,E3_4_SUB1_C1_9,Subprovider 1 | Line 9 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1000,,E3_4_SUB1_C1_10,Subprovider 1 | Line 10 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1100,,E3_4_SUB1_C1_11,Subprovider 1 | Line 11 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1200,,E3_4_SUB1_C1_12,Subprovider 1 | Line 12 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1300,,E3_4_SUB1_C1_13,Subprovider 1 | Line 13 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1400,,E3_4_SUB1_C1_14,Subprovider 1 | Line 14 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1500,,E3_4_SUB1_C1_15,Subprovider 1 | Line 15 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1600,,E3_4_SUB1_C1_16,Subprovider 1 | Line 16 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1700,,E3_4_SUB1_C1_17,Subprovider 1 | Line 17 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1800,,E3_4_SUB1_C1_18,Subprovider 1 | Line 18 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",1900,,E3_4_SUB1_C1_19,Subprovider 1 | Line 19 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",2000,,E3_4_SUB1_C1_20,Subprovider 1 | Line 20 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",2100,,E3_4_SUB1_C1_21,Subprovider 1 | Line 21 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",2200,,E3_4_SUB1_C1_22,Subprovider 1 | Line 22 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",2300,,E3_4_SUB1_C1_23,Subprovider 1 | Line 23 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",2400,,E3_4_SUB1_C1_24,Subprovider 1 | Line 24 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",2500,,E3_4_SUB1_C1_25,Subprovider 1 | Line 25 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",2600,,E3_4_SUB1_C1_26,Subprovider 1 | Line 26 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",5000,,E3_4_SUB1_C1_50,Subprovider 1 | Line 50 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",5100,,E3_4_SUB1_C1_51,Subprovider 1 | Line 51 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",5200,,E3_4_SUB1_C1_52,Subprovider 1 | Line 52 | Col 1
"E-3, Part IV: Settlement - Subprovider 1",5300,,E3_4_SUB1_C1_53,Subprovider 1 | Line 53 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",100,,E3_4_SUB2_C1_1,Subprovider 2 | Line 1 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",200,,E3_4_SUB2_C1_2,Subprovider 2 | Line 2 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",300,,E3_4_SUB2_C1_3,Subprovider 2 | Line 3 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",400,,E3_4_SUB2_C1_4,Subprovider 2 | Line 4 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",500,,E3_4_SUB2_C1_5,Subprovider 2 | Line 5 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",600,,E3_4_SUB2_C1_6,Subprovider 2 | Line 6 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",700,,E3_4_SUB2_C1_7,Subprovider 2 | Line 7 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",800,,E3_4_SUB2_C1_8,Subprovider 2 | Line 8 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",900,,E3_4_SUB2_C1_9,Subprovider 2 | Line 9 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1000,,E3_4_SUB2_C1_10,Subprovider 2 | Line 10 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1100,,E3_4_SUB2_C1_11,Subprovider 2 | Line 11 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1200,,E3_4_SUB2_C1_12,Subprovider 2 | Line 12 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1300,,E3_4_SUB2_C1_13,Subprovider 2 | Line 13 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1400,,E3_4_SUB2_C1_14,Subprovider 2 | Line 14 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1500,,E3_4_SUB2_C1_15,Subprovider 2 | Line 15 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1600,,E3_4_SUB2_C1_16,Subprovider 2 | Line 16 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1700,,E3_4_SUB2_C1_17,Subprovider 2 | Line 17 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1800,,E3_4_SUB2_C1_18,Subprovider 2 | Line 18 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",1900,,E3_4_SUB2_C1_19,Subprovider 2 | Line 19 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",2000,,E3_4_SUB2_C1_20,Subprovider 2 | Line 20 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",2100,,E3_4_SUB2_C1_21,Subprovider 2 | Line 21 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",2200,,E3_4_SUB2_C1_22,Subprovider 2 | Line 22 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",2300,,E3_4_SUB2_C1_23,Subprovider 2 | Line 23 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",2400,,E3_4_SUB2_C1_24,Subprovider 2 | Line 24 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",2500,,E3_4_SUB2_C1_25,Subprovider 2 | Line 25 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",2600,,E3_4_SUB2_C1_26,Subprovider 2 | Line 26 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",5000,,E3_4_SUB2_C1_50,Subprovider 2 | Line 50 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",5100,,E3_4_SUB2_C1_51,Subprovider 2 | Line 51 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",5200,,E3_4_SUB2_C1_52,Subprovider 2 | Line 52 | Col 1
"E-3, Part IV: Settlement - Subprovider 2",5300,,E3_4_SUB2_C1_53,Subprovider 2 | Line 53 | Col 1
"E-3, Part VI: Settlement - SNF",100,,E3_6_SNF_C1_1,Skilled Nursing Facility | Line 1 | Col 1
"E-3, Part VI: Settlement - SNF",200,,E3_6_SNF_C1_2,Skilled Nursing Facility | Line 2 | Col 1
"E-3, Part VI: Settlement - SNF",300,,E3_6_SNF_C1_3,Skilled Nursing Facility | Line 3 | Col 1
"E-3, Part VI: Settlement - SNF",400,,E3_6_SNF_C1_4,Skilled Nursing Facility | Line 4 | Col 1
"E-3, Part VI: Settlement - SNF",500,,E3_6_SNF_C1_5,Skilled Nursing Facility | Line 5 | Col 1
"E-3, Part VI: Settlement - SNF",600,,E3_6_SNF_C1_6,Skilled Nursing Facility | Line 6 | Col 1
"E-3, Part VI: Settlement - SNF",700,,E3_6_SNF_C1_7,Skilled Nursing Facility | Line 7 | Col 1
"E-3, Part VI: Settlement - SNF",800,,E3_6_SNF_C1_8,Skilled Nursing Facility | Line 8 | Col 1
"E-3, Part VI: Settlement - SNF",900,,E3_6_SNF_C1_9,Skilled Nursing Facility | Line 9 | Col 1
"E-3, Part VI: Settlement - SNF",1000,,E3_6_SNF_C1_10,Skilled Nursing Facility | Line 10 | Col 1
"E-3, Part VI: Settlement - SNF",1100,,E3_6_SNF_C1_11,Skilled Nursing Facility | Line 11 | Col 1
"E-3, Part VI: Settlement - SNF",1200,,E3_6_SNF_C1_12,Skilled Nursing Facility | Line 12 | Col 1
"E-3, Part VI: Settlement - SNF",1300,,E3_6_SNF_C1_13,Skilled Nursing Facility | Line 13 | Col 1
"E-3, Part VI: Settlement - SNF",1400,,E3_6_SNF_C1_14,Skilled Nursing Facility | Line 14 | Col 1
"E-3, Part VI: Settlement - SNF",1500,,E3_6_SNF_C1_15,Skilled Nursing Facility | Line 15 | Col 1
"E-3, Part VI: Settlement - SNF",1501,,E3_6_SNF_C1_1501,Skilled Nursing Facility | Line 15.01 | Col 1
"E-3, Part VI: Settlement - SNF",1600,,E3_6_SNF_C1_16,Skilled Nursing Facility | Line 16 | Col 1
"E-3, Part VI: Settlement - SNF",1700,,E3_6_SNF_C1_17,Skilled Nursing Facility | Line 17 | Col 1
"E-3, Part VI: Settlement - SNF",1800,,E3_6_SNF_C1_18,Skilled Nursing Facility | Line 18 | Col 1
"E-3, Part VI: Settlement - SNF",1900,,E3_6_SNF_C1_19,Skilled Nursing Facility | Line 19 | Col 1
"H-3, Part I: HHA 1",100,,H3_1_HHA1_C6_1,Home Health Agency 1 | Line 1 | Col 6
"H-3, Part I: HHA 1",200,,H3_1_HHA1_C6_2,Home Health Agency 1 | Line 2 | Col 6
"H-3, Part I: HHA 1",300,,H3_1_HHA1_C6_3,Home Health Agency 1 | Line 3 | Col 6
"H-3, Part I: HHA 1",400,,H3_1_HHA1_C6_4,Home Health Agency 1 | Line 4 | Col 6
"H-3, Part I: HHA 1",500,,H3_1_HHA1_C6_5,Home Health Agency 1 | Line 5 | Col 6
"H-3, Part I: HHA 1",600,,H3_1_HHA1_C6_6,Home Health Agency 1 | Line 6 | Col 6
"H-3, Part I: HHA 1",700,,H3_1_HHA1_C5_7,Home Health Agency 1 | Line 7 | Col 5
"H-3, Part I: HHA 1",1500,,H3_1_HHA1_C11_15,Home Health Agency 1 | Line 15 | Col 11
"H-3, Part I: HHA 1",1600,,H3_1_HHA1_C10_16,Home Health Agency 1 | Line 16 | Col 10
"H-3, Part I: HHA 2",100,,H3_1_HHA2_C5_1,Home Health Agency 2 | Line 1 | Col 5
"H-3, Part I: HHA 2",200,,H3_1_HHA2_C5_2,Home Health Agency 2 | Line 2 | Col 5
"H-3, Part I: HHA 2",300,,H3_1_HHA2_C5_3,Home Health Agency 2 | Line 3 | Col 5
"H-3, Part I: HHA 2",400,,H3_1_HHA2_C5_4,Home Health Agency 2 | Line 4 | Col 5
"H-3, Part I: HHA 2",500,,H3_1_HHA2_C5_5,Home Health Agency 2 | Line 5 | Col 5
"H-3, Part I: HHA 2",600,,H3_1_HHA2_C5_6,Home Health Agency 2 | Line 6 | Col 5
"H-3, Part I: HHA 2",700,,H3_1_HHA2_C5_7,Home Health Agency 2 | Line 7 | Col 5
"H-3, Part I: HHA 2",1500,,H3_1_HHA2_C10_15,Home Health Agency 2 | Line 15 | Col 10
"H-3, Part I: HHA 2",1600,,H3_1_HHA2_C10_16,Home Health Agency 2 | Line 16 | Col 10
"H-3, Part I: HHA 3",100,,H3_1_HHA3_C5_1,Home Health Agency 3 | Line 1 | Col 5
"H-3, Part I: HHA 3",200,,H3_1_HHA3_C5_2,Home Health Agency 3 | Line 2 | Col 5
"H-3, Part I: HHA 3",300,,H3_1_HHA3_C5_3,Home Health Agency 3 | Line 3 | Col 5
"H-3, Part I: HHA 3",400,,H3_1_HHA3_C5_4,Home Health Agency 3 | Line 4 | Col 5
"H-3, Part I: HHA 3",500,,H3_1_HHA3_C5_5,Home Health Agency 3 | Line 5 | Col 5
"H-3, Part I: HHA 3",600,,H3_1_HHA3_C5_6,Home Health Agency 3 | Line 6 | Col 5
"H-3, Part I: HHA 3",700,,H3_1_HHA3_C5_7,Home Health Agency 3 | Line 7 | Col 5
"H-3, Part I: HHA 3",1500,,H3_1_HHA3_C10_15,Home Health Agency 3 | Line 15 | Col 10
"H-3, Part I: HHA 3",1600,,H3_1_HHA3_C10_16,Home Health Agency 3 | Line 16 | Col 10
"H-3, Part I: HHA 4",100,,H3_1_HHA4_C5_1,Home Health Agency 4 | Line 1 | Col 5
"H-3, Part I: HHA 4",200,,H3_1_HHA4_C5_2,Home Health Agency 4 | Line 2 | Col 5
"H-3, Part I: HHA 4",300,,H3_1_HHA4_C5_3,Home Health Agency 4 | Line 3 | Col 5
"H-3, Part I: HHA 4",400,,H3_1_HHA4_C5_4,Home Health Agency 4 | Line 4 | Col 5
"H-3, Part I: HHA 4",500,,H3_1_HHA4_C5_5,Home Health Agency 4 | Line 5 | Col 5
"H-3, Part I: HHA 4",600,,H3_1_HHA4_C5_6,Home Health Agency 4 | Line 6 | Col 5
"H-3, Part I: HHA 4",700,,H3_1_HHA4_C5_7,Home Health Agency 4 | Line 7 | Col 5
"H-3, Part I: HHA 4",1500,,H3_1_HHA4_C10_15,Home Health Agency 4 | Line 15 | Col 10
"H-3, Part I: HHA 4",1600,,H3_1_HHA4_C10_16,Home Health Agency 4 | Line 16 | Col 10
"H-3, Part I: HHA 5",100,,H3_1_HHA5_C5_1,Home Health Agency 5 | Line 1 | Col 5
"H-3, Part I: HHA 5",200,,H3_1_HHA5_C5_2,Home Health Agency 5 | Line 2 | Col 5
"H-3, Part I: HHA 5",300,,H3_1_HHA5_C5_3,Home Health Agency 5 | Line 3 | Col 5
"H-3, Part I: HHA 5",400,,H3_1_HHA5_C5_4,Home Health Agency 5 | Line 4 | Col 5
"H-3, Part I: HHA 5",500,,H3_1_HHA5_C5_5,Home Health Agency 5 | Line 5 | Col 5
"H-3, Part I: HHA 5",600,,H3_1_HHA5_C5_6,Home Health Agency 5 | Line 6 | Col 5
"H-3, Part I: HHA 5",700,,H3_1_HHA5_C5_7,Home Health Agency 5 | Line 7 | Col 5
"H-3, Part I: HHA 5",1500,,H3_1_HHA5_C10_15,Home Health Agency 5 | Line 15 | Col 10
"H-3, Part I: HHA 5",1600,,H3_1_HHA5_C10_16,Home Health Agency 5 | Line 16 | Col 10
"H-4, Part II: HHA 1",1000,,H4_2_HHA1_C1_10,Home Health Agency 1 | Line 10 | Col 1
"H-4, Part II: HHA 1",1100,,H4_2_HHA1_C1_11,Home Health Agency 1 | Line 11 | Col 1
"H-4, Part II: HHA 1",1200,,H4_2_HHA1_C1_12,Home Health Agency 1 | Line 12 | Col 1
"H-4, Part II: HHA 1",1300,,H4_2_HHA1_C1_13,Home Health Agency 1 | Line 13 | Col 1
"H-4, Part II: HHA 1",1400,,H4_2_HHA1_C1_14,Home Health Agency 1 | Line 14 | Col 1
"H-4, Part II: HHA 1",1500,,H4_2_HHA1_C1_15,Home Health Agency 1 | Line 15 | Col 1
"H-4, Part II: HHA 1",1600,,H4_2_HHA1_C1_16,Home Health Agency 1 | Line 16 | Col 1
"H-4, Part II: HHA 1",1700,,H4_2_HHA1_C1_17,Home Health Agency 1 | Line 17 | Col 1
"H-4, Part II: HHA 1",1800,,H4_2_HHA1_C1_18,Home Health Agency 1 | Line 18 | Col 1
"H-4, Part II: HHA 1",1900,,H4_2_HHA1_C1_19,Home Health Agency 1 | Line 19 | Col 1
"H-4, Part II: HHA 1",2000,,H4_2_HHA1_C1_20,Home Health Agency 1 | Line 20 | Col 1
"H-4, Part II: HHA 1",2100,,H4_2_HHA1_C1_21,Home Health Agency 1 | Line 21 | Col 1
"H-4, Part II: HHA 1",2200,,H4_2_HHA1_C1_22,Home Health Agency 1 | Line 22 | Col 1
"H-4, Part II: HHA 1",2300,,H4_2_HHA1_C1_23,Home Health Agency 1 | Line 23 | Col 1
"H-4, Part II: HHA 1",2400,,H4_2_HHA1_C1_24,Home Health Agency 1 | Line 24 | Col 1
"H-4, Part II: HHA 1",2500,,H4_2_HHA1_C1_25,Home Health Agency 1 | Line 25 | Col 1
"H-4, Part II: HHA 1",2600,,H4_2_HHA1_C1_26,Home Health Agency 1 | Line 26 | Col 1
"H-4, Part II: HHA 1",2700,,H4_2_HHA1_C1_27,Home Health Agency 1 | Line 27 | Col 1
"H-4, Part II: HHA 1",2800,,H4_2_HHA1_C1_28,Home Health Agency 1 | Line 28 | Col 1
"H-4, Part II: HHA 1",2900,,H4_2_HHA1_C1_29,Home Health Agency 1 | Line 29 | Col 1
"H-4, Part II: HHA 1",3000,,H4_2_HHA1_C1_30,Home Health Agency 1 | Line 30 | Col 1
"H-4, Part II: HHA 1",3100,,H4_2_HHA1_C1_31,Home Health Agency 1 | Line 31 | Col 1
"H-4, Part II: HHA 1",3101,,H4_2_HHA1_C1_3101,Home Health Agency 1 | Line 31.01 | Col 1
"H-4, Part II: HHA 1",3200,,H4_2_HHA1_C1_32,Home Health Agency 1 | Line 32 | Col 1
"H-4, Part II: HHA 1",3300,,H4_2_HHA1_C1_33,Home Health Agency 1 | Line 33 | Col 1
"H-4, Part II: HHA 1",3400,,H4_2_HHA1_C1_34,Home Health Agency 1 | Line 34 | Col 1
"H-4, Part II: HHA 1",3500,,H4_2_HHA1_C1_35,Home Health Agency 1 | Line 35 | Col 1
"H-4, Part II: HHA 2",1000,,H4_2_HHA2_C1_10,Home Health Agency 2 | Line 10 | Col 1
"H-4, Part II: HHA 2",1100,,H4_2_HHA2_C1_11,Home Health Agency 2 | Line 11 | Col 1
"H-4, Part II: HHA 2",1200,,H4_2_HHA2_C1_12,Home Health Agency 2 | Line 12 | Col 1
"H-4, Part II: HHA 2",1300,,H4_2_HHA2_C1_13,Home Health Agency 2 | Line 13 | Col 1
"H-4, Part II: HHA 2",1400,,H4_2_HHA2_C1_14,Home Health Agency 2 | Line 14 | Col 1
"H-4, Part II: HHA 2",1500,,H4_2_HHA2_C1_15,Home Health Agency 2 | Line 15 | Col 1
"H-4, Part II: HHA 2",1600,,H4_2_HHA2_C1_16,Home Health Agency 2 | Line 16 | Col 1
"H-4, Part II: HHA 2",1700,,H4_2_HHA2_C1_17,Home Health Agency 2 | Line 17 | Col 1
"H-4, Part II: HHA 2",1800,,H4_2_HHA2_C1_18,Home Health Agency 2 | Line 18 | Col 1
"H-4, Part II: HHA 2",1900,,H4_2_HHA2_C1_19,Home Health Agency 2 | Line 19 | Col 1
"H-4, Part II: HHA 2",2000,,H4_2_HHA2_C1_20,Home Health Agency 2 | Line 20 | Col 1
"H-4, Part II: HHA 2",2100,,H4_2_HHA2_C1_21,Home Health Agency 2 | Line 21 | Col 1
"H-4, Part II: HHA 2",2200,,H4_2_HHA2_C1_22,Home Health Agency 2 | Line 22 | Col 1
"H-4, Part II: HHA 2",2300,,H4_2_HHA2_C1_23,Home Health Agency 2 | Line 23 | Col 1
"H-4, Part II: HHA 2",2400,,H4_2_HHA2_C1_24,Home Health Agency 2 | Line 24 | Col 1
"H-4, Part II: HHA 2",2500,,H4_2_HHA2_C1_25,Home Health Agency 2 | Line 25 | Col 1
"H-4, Part II: HHA 2",2600,,H4_2_HHA2_C1_26,Home Health Agency 2 | Line 26 | Col 1
"H-4, Part II: HHA 2",2700,,H4_2_HHA2_C1_27,Home Health Agency 2 | Line 27 | Col 1
"H-4, Part II: HHA 2",2800,,H4_2_HHA2_C1_28,Home Health Agency 2 | Line 28 | Col 1
"H-4, Part II: HHA 2",2900,,H4_2_HHA2_C1_29,Home Health Agency 2 | Line 29 | Col 1
"H-4, Part II: HHA 2",3000,,H4_2_HHA2_C1_30,Home Health Agency 2 | Line 30 | Col 1
"H-4, Part II: HHA 2",3100,,H4_2_HHA2_C1_31,Home Health Agency 2 | Line 31 | Col 1
"H-4, Part II: HHA 2",3101,,H4_2_HHA2_C2_3101,Home Health Agency 2 | Line 31.01 | Col 2
"H-4, Part II: HHA 2",3200,,H4_2_HHA2_C1_32,Home Health Agency 2 | Line 32 | Col 1
"H-4, Part II: HHA 2",3300,,H4_2_HHA2_C1_33,Home Health Agency 2 | Line 33 | Col 1
"H-4, Part II: HHA 2",3400,,H4_2_HHA2_C1_34,Home Health Agency 2 | Line 34 | Col 1
"H-4, Part II: HHA 2",3500,,H4_2_HHA2_C1_35,Home Health Agency 2 | Line 35 | Col 1
"H-4, Part II: HHA 3",1000,,H4_2_HHA3_C1_10,Home Health Agency 3 | Line 10 | Col 1
"H-4, Part II: HHA 3",1100,,H4_2_HHA3_C1_11,Home Health Agency 3 | Line 11 | Col 1
"H-4, Part II: HHA 3",1200,,H4_2_HHA3_C1_12,Home Health Agency 3 | Line 12 | Col 1
"H-4, Part II: HHA 3",1300,,H4_2_HHA3_C1_13,Home Health Agency 3 | Line 13 | Col 1
"H-4, Part II: HHA 3",1400,,H4_2_HHA3_C1_14,Home Health Agency 3 | Line 14 | Col 1
"H-4, Part II: HHA 3",1500,,H4_2_HHA3_C1_15,Home Health Agency 3 | Line 15 | Col 1
"H-4, Part II: HHA 3",1600,,H4_2_HHA3_C1_16,Home Health Agency 3 | Line 16 | Col 1
"H-4, Part II: HHA 3",1700,,H4_2_HHA3_C1_17,Home Health Agency 3 | Line 17 | Col 1
"H-4, Part II: HHA 3",1800,,H4_2_HHA3_C1_18,Home Health Agency 3 | Line 18 | Col 1
"H-4, Part II: HHA 3",1900,,H4_2_HHA3_C1_19,Home Health Agency 3 | Line 19 | Col 1
"H-4, Part II: HHA 3",2000,,H4_2_HHA3_C1_20,Home Health Agency 3 | Line 20 | Col 1
"H-4, Part II: HHA 3",2100,,H4_2_HHA3_C1_21,Home Health Agency 3 | Line 21 | Col 1
"H-4, Part II: HHA 3",2200,,H4_2_HHA3_C1_22,Home Health Agency 3 | Line 22 | Col 1
"H-4, Part II: HHA 3",2300,,H4_2_HHA3_C1_23,Home Health Agency 3 | Line 23 | Col 1
"H-4, Part II: HHA 3",2400,,H4_2_HHA3_C1_24,Home Health Agency 3 | Line 24 | Col 1
"H-4, Part II: HHA 3",2500,,H4_2_HHA3_C1_25,Home Health Agency 3 | Line 25 | Col 1
"H-4, Part II: HHA 3",2600,,H4_2_HHA3_C1_26,Home Health Agency 3 | Line 26 | Col 1
"H-4, Part II: HHA 3",2700,,H4_2_HHA3_C1_27,Home Health Agency 3 | Line 27 | Col 1
"H-4, Part II: HHA 3",2800,,H4_2_HHA3_C1_28,Home Health Agency 3 | Line 28 | Col 1
"H-4, Part II: HHA 3",2900,,H4_2_HHA3_C1_29,Home Health Agency 3 | Line 29 | Col 1
"H-4, Part II: HHA 3",3000,,H4_2_HHA3_C1_30,Home Health Agency 3 | Line 30 | Col 1
"H-4, Part II: HHA 3",3100,,H4_2_HHA3_C1_31,Home Health Agency 3 | Line 31 | Col 1
"H-4, Part II: HHA 3",3101,,H4_2_HHA3_C1_3101,Home Health Agency 3 | Line 31.01 | Col 1
"H-4, Part II: HHA 3",3200,,H4_2_HHA3_C1_32,Home Health Agency 3 | Line 32 | Col 1
"H-4, Part II: HHA 3",3300,,H4_2_HHA3_C1_33,Home Health Agency 3 | Line 33 | Col 1
"H-4, Part II: HHA 3",3400,,H4_2_HHA3_C1_34,Home Health Agency 3 | Line 34 | Col 1
"H-4, Part II: HHA 3",3500,,H4_2_HHA3_C1_35,Home Health Agency 3 | Line 35 | Col 1
"H-4, Part II: HHA 4",1000,,H4_2_HHA4_C1_10,Home Health Agency 4 | Line 10 | Col 1
"H-4, Part II: HHA 4",1100,,H4_2_HHA4_C1_11,Home Health Agency 4 | Line 11 | Col 1
"H-4, Part II: HHA 4",1200,,H4_2_HHA4_C1_12,Home Health Agency 4 | Line 12 | Col 1
"H-4, Part II: HHA 4",1300,,H4_2_HHA4_C1_13,Home Health Agency 4 | Line 13 | Col 1
"H-4, Part II: HHA 4",1400,,H4_2_HHA4_C1_14,Home Health Agency 4 | Line 14 | Col 1
"H-4, Part II: HHA 4",1500,,H4_2_HHA4_C1_15,Home Health Agency 4 | Line 15 | Col 1
"H-4, Part II: HHA 4",1600,,H4_2_HHA4_C1_16,Home Health Agency 4 | Line 16 | Col 1
"H-4, Part II: HHA 4",1700,,H4_2_HHA4_C1_17,Home Health Agency 4 | Line 17 | Col 1
"H-4, Part II: HHA 4",1800,,H4_2_HHA4_C1_18,Home Health Agency 4 | Line 18 | Col 1
