worksheet_name,line_num,line_description,example_sas_column,current_description
,1,,E1_1_HOS_C4_1,Hospital | Line 1 | Col 4
"H-4, Part II: HHA 4",1900,,H4_2_HHA4_C1_19,Home Health Agency 4 | Line 19 | Col 1
"H-4, Part II: HHA 4",2000,,H4_2_HHA4_C1_20,Home Health Agency 4 | Line 20 | Col 1
"H-4, Part II: HHA 4",2100,,H4_2_HHA4_C1_21,Home Health Agency 4 | Line 21 | Col 1
"H-4, Part II: HHA 4",2200,,H4_2_HHA4_C1_22,Home Health Agency 4 | Line 22 | Col 1
"H-4, Part II: HHA 4",2300,,H4_2_HHA4_C1_23,Home Health Agency 4 | Line 23 | Col 1
"H-4, Part II: HHA 4",2400,,H4_2_HHA4_C1_24,Home Health Agency 4 | Line 24 | Col 1
"H-4, Part II: HHA 4",2500,,H4_2_HHA4_C1_25,Home Health Agency 4 | Line 25 | Col 1
"H-4, Part II: HHA 4",2600,,H4_2_HHA4_C1_26,Home Health Agency 4 | Line 26 | Col 1
"H-4, Part II: HHA 4",2700,,H4_2_HHA4_C1_27,Home Health Agency 4 | Line 27 | Col 1
"H-4, Part II: HHA 4",2800,,H4_2_HHA4_C1_28,Home Health Agency 4 | Line 28 | Col 1
"H-4, Part II: HHA 4",2900,,H4_2_HHA4_C1_29,Home Health Agency 4 | Line 29 | Col 1
"H-4, Part II: HHA 4",3000,,H4_2_HHA4_C1_30,Home Health Agency 4 | Line 30 | Col 1
"H-4, Part II: HHA 4",3100,,H4_2_HHA4_C1_31,Home Health Agency 4 | Line 31 | Col 1
"H-4, Part II: HHA 4",3101,,H4_2_HHA4_C1_3101,Home Health Agency 4 | Line 31.01 | Col 1
"H-4, Part II: HHA 4",3200,,H4_2_HHA4_C1_32,Home Health Agency 4 | Line 32 | Col 1
"H-4, Part II: HHA 4",3300,,H4_2_HHA4_C1_33,Home Health Agency 4 | Line 33 | Col 1
"H-4, Part II: HHA 4",3400,,H4_2_HHA4_C1_34,Home Health Agency 4 | Line 34 | Col 1
"H-4, Part II: HHA 4",3500,,H4_2_HHA4_C1_35,Home Health Agency 4 | Line 35 | Col 1
"H-4, Part II: HHA 5",1000,,H4_2_HHA5_C1_10,Home Health Agency 5 | Line 10 | Col 1
"H-4, Part II: HHA 5",1100,,H4_2_HHA5_C1_11,Home Health Agency 5 | Line 11 | Col 1
"H-4, Part II: HHA 5",1200,,H4_2_HHA5_C1_12,Home Health Agency 5 | Line 12 | Col 1
"H-4, Part II: HHA 5",1300,,H4_2_HHA5_C1_13,Home Health Agency 5 | Line 13 | Col 1
"H-4, Part II: HHA 5",1400,,H4_2_HHA5_C1_14,Home Health Agency 5 | Line 14 | Col 1
"H-4, Part II: HHA 5",1500,,H4_2_HHA5_C1_15,Home Health Agency 5 | Line 15 | Col 1
"H-4, Part II: HHA 5",1600,,H4_2_HHA5_C1_16,Home Health Agency 5 | Line 16 | Col 1
"H-4, Part II: HHA 5",1700,,H4_2_HHA5_C1_17,Home Health Agency 5 | Line 17 | Col 1
"H-4, Part II: HHA 5",1800,,H4_2_HHA5_C1_18,Home Health Agency 5 | Line 18 | Col 1
"H-4, Part II: HHA 5",1900,,H4_2_HHA5_C1_19,Home Health Agency 5 | Line 19 | Col 1
"H-4, Part II: HHA 5",2000,,H4_2_HHA5_C1_20,Home Health Agency 5 | Line 20 | Col 1
"H-4, Part II: HHA 5",2100,,H4_2_HHA5_C1_21,Home Health Agency 5 | Line 21 | Col 1
"H-4, Part II: HHA 5",2200,,H4_2_HHA5_C1_22,Home Health Agency 5 | Line 22 | Col 1
"H-4, Part II: HHA 5",2300,,H4_2_HHA5_C1_23,Home Health Agency 5 | Line 23 | Col 1
"H-4, Part II: HHA 5",2400,,H4_2_HHA5_C1_24,Home Health Agency 5 | Line 24 | Col 1
"H-4, Part II: HHA 5",2500,,H4_2_HHA5_C1_25,Home Health Agency 5 | Line 25 | Col 1
"H-4, Part II: HHA 5",2600,,H4_2_HHA5_C1_26,Home Health Agency 5 | Line 26 | Col 1
"H-4, Part II: HHA 5",2700,,H4_2_HHA5_C1_27,Home Health Agency 5 | Line 27 | Col 1
"H-4, Part II: HHA 5",2800,,H4_2_HHA5_C1_28,Home Health Agency 5 | Line 28 | Col 1
"H-4, Part II: HHA 5",2900,,H4_2_HHA5_C1_29,Home Health Agency 5 | Line 29 | Col 1
"H-4, Part II: HHA 5",3000,,H4_2_HHA5_C1_30,Home Health Agency 5 | Line 30 | Col 1
"H-4, Part II: HHA 5",3100,,H4_2_HHA5_C1_31,Home Health Agency 5 | Line 31 | Col 1
"H-4, Part II: HHA 5",3101,,H4_2_HHA5_C1_3101,Home Health Agency 5 | Line 31.01 | Col 1
"H-4, Part II: HHA 5",3200,,H4_2_HHA5_C1_32,Home Health Agency 5 | Line 32 | Col 1
"H-4, Part II: HHA 5",3300,,H4_2_HHA5_C1_33,Home Health Agency 5 | Line 33 | Col 1
"H-4, Part II: HHA 5",3400,,H4_2_HHA5_C1_34,Home Health Agency 5 | Line 34 | Col 1
"H-4, Part II: HHA 5",3500,,H4_2_HHA5_C1_35,Home Health Agency 5 | Line 35 | Col 1
"L, Part I: Hospital",100,,L_1_HOS_C101_1,Hospital | Line 1 | Col 101
"L, Part I: Hospital",101,,L_1_HOS_C1_101,Hospital | Line 1.01 | Col 1
"L, Part I: Hospital",200,,L_1_HOS_C1_2,Hospital | Line 2 | Col 1
"L, Part I: Hospital",201,,L_1_HOS_C1_201,Hospital | Line 2.01 | Col 1
"L, Part I: Hospital",300,,L_1_HOS_C1_3,Hospital | Line 3 | Col 1
"L, Part I: Hospital",400,,L_1_HOS_C1_4,Hospital | Line 4 | Col 1
"L, Part I: Hospital",500,,L_1_HOS_C1_5,Hospital | Line 5 | Col 1
"L, Part I: Hospital",600,,L_1_HOS_C1_6,Hospital | Line 6 | Col 1
"L, Part I: Hospital",700,,L_1_HOS_C1_7,Hospital | Line 7 | Col 1
"L, Part I: Hospital",800,,L_1_HOS_C1_8,Hospital | Line 8 | Col 1
"L, Part I: Hospital",900,,L_1_HOS_C1_9,Hospital | Line 9 | Col 1
"L, Part I: Hospital",1000,,L_1_HOS_C1_10,Hospital | Line 10 | Col 1
"L, Part I: Hospital",1100,,L_1_HOS_C1_11,Hospital | Line 11 | Col 1
"L, Part II: Hospital",100,,L_2_HOS_C1_1,Hospital | Line 1 | Col 1
"L, Part II: Hospital",200,,L_2_HOS_C1_2,Hospital | Line 2 | Col 1
"L, Part II: Hospital",300,,L_2_HOS_C1_3,Hospital | Line 3 | Col 1
"L, Part II: Hospital",400,,L_2_HOS_C1_4,Hospital | Line 4 | Col 1
"L, Part II: Hospital",500,,L_2_HOS_C1_5,Hospital | Line 5 | Col 1
"L, Part III: Hospital",100,,L_3_HOS_C1_1,Hospital | Line 1 | Col 1
"L, Part III: Hospital",200,,L_3_HOS_C1_2,Hospital | Line 2 | Col 1
"L, Part III: Hospital",300,,L_3_HOS_C1_3,Hospital | Line 3 | Col 1
"L, Part III: Hospital",400,,L_3_HOS_C1_4,Hospital | Line 4 | Col 1
"L, Part III: Hospital",500,,L_3_HOS_C1_5,Hospital | Line 5 | Col 1
"L, Part III: Hospital",600,,L_3_HOS_C1_6,Hospital | Line 6 | Col 1
"L, Part III: Hospital",700,,L_3_HOS_C1_7,Hospital | Line 7 | Col 1
"L, Part III: Hospital",800,,L_3_HOS_C1_8,Hospital | Line 8 | Col 1
"L, Part III: Hospital",900,,L_3_HOS_C1_9,Hospital | Line 9 | Col 1
"L, Part III: Hospital",1000,,L_3_HOS_C1_10,Hospital | Line 10 | Col 1
"L, Part III: Hospital",1100,,L_3_HOS_C1_11,Hospital | Line 11 | Col 1
"L, Part III: Hospital",1200,,L_3_HOS_C1_12,Hospital | Line 12 | Col 1
"L, Part III: Hospital",1300,,L_3_HOS_C1_13,Hospital | Line 13 | Col 1
"L, Part III: Hospital",1400,,L_3_HOS_C1_14,Hospital | Line 14 | Col 1
"L, Part III: Hospital",1500,,L_3_HOS_C1_15,Hospital | Line 15 | Col 1
"L, Part III: Hospital",1600,,L_3_HOS_C1_16,Hospital | Line 16 | Col 1
"L, Part III: Hospital",1700,,L_3_HOS_C1_17,Hospital | Line 17 | Col 1
