sas_column,description,data_type,worksheet_code,worksheet_name,line_num,column_num,column_header,category,subcategory
A7_1_C3_4,Building Improvements,NUMERIC,A700001,"A-7, Part I: Capital Assets",00400,00300,Cost of Assets (Historical),ANALYSIS OF CHANGES IN NEW CAPITAL BALANCES,Donations
A7_1_C3_7,Donations,NUMERIC,A700001,"A-7, Part I: Capital Assets",00700,00300,Cost of Assets (Historical),ANALYSIS OF CHANGES IN NEW CAPITAL BALANCES,Fully Depreciated Assets
A7_1_C7_1,Land,NUMERIC,A700001,"A-7, Part I: Capital Assets",00100,00700,Accumulated Depreciation,ANALYSIS OF CHANGES IN NEW CAPITAL BALANCES,Disposals and Retirements
A7_1_C7_7,Assets,NUMERIC,A700001,"A-7, Part I: Capital Assets",00700,00700,Accumulated Depreciation,ANALYSIS OF CHANGES IN NEW CAPITAL BALANCES,Fully Depreciated Assets
A8_C2_21,"Income from imposition of interest, finance",NUMERIC,A800000,A-8: Adjustments to Expenses,02100,00200,Reclassification,ADJUSTMENTS,nan
A8_C2_22,Interest expense on Medicare Overpaymts,NUMERIC,A800000,A-8: Adjustments to Expenses,02200,00200,Reclassification,ADJUSTMENTS,nan
A8_C2_25,Utilization Review-physicians compens,NUMERIC,A800000,A-8: Adjustments to Expenses,02500,00200,Reclassification,ADJUSTMENTS,nan
A8_C2_30,Adj for Occupational therapy in excess of li,NUMERIC,A800000,A-8: Adjustments to Expenses,03000,00200,Reclassification,ADJUSTMENTS,nan
A8_C2_31,Adj for Speech therapy in excess of lim,NUMERIC,A800000,A-8: Adjustments to Expenses,03100,00200,Reclassification,ADJUSTMENTS,nan
A8_C2_9,Parking Lot,NUMERIC,A800000,A-8: Adjustments to Expenses,00900,00200,Reclassification,ADJUSTMENTS,nan
A_C1_100,Int & Res (non approved teaching program,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10000,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_105,Kidney Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10500,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_106,Heart Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10600,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_107,Liver Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10700,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_108,Lung  Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10800,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_109,Pancreas Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10900,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_110,Intestinal Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11000,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_111,Islet Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11100,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_113,Interest Expense,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11300,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_114,Utilization Review SNF,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11400,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_3,Other Capital,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,00300,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_42,Subprovider I,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04200,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_4201,Subprovider II,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04201,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_4501,ICF,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04501,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_46,OLTC,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04600,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_61,PBP Clinical Lab Services Program Only,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,06100,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_92,Observation Bed (NON Distinct),NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,09200,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C1_94,Home Program Dialysis,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,09400,00100,Salaries,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_100,Int & Res (non approved teaching program,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10000,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_105,Kidney Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10500,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_106,Heart Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10600,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_107,Liver Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10700,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_108,Lung  Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10800,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_109,Pancreas Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10900,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_110,Intestinal Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11000,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_111,Islet Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11100,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_114,Utilization Review SNF,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11400,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_42,Subprovider I,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04200,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_4201,Subprovider II,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04201,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_4501,ICF,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04501,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_46,OLTC,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04600,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_61,PBP Clinical Lab Services Program Only,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,06100,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_92,Observation Beds (Non Distinct Unit),NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,09200,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C2_94,Home Program Dialysis,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,09400,00200,Other Costs,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_100,Int & Res (non approved teaching program,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10000,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_105,Kidney Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10500,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_106,Heart Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10600,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_107,Liver Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10700,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_108,Lung  Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10800,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_109,Pancreas Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,10900,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_110,Intestinal Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11000,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_111,Islet Acquisition,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11100,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_114,Utilization Review SNF,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,11400,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_42,Subprovider I,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04200,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_4201,Subprovider II,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04201,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_45,NF,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04500,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_4501,ICF,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04501,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_46,OLTC,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,04600,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_61,PBP Clinical Lab Services Program Only,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,06100,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_92,Observation Beds (Non Distinct Unit),NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,09200,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
A_C6_94,Home Program Dialysis,NUMERIC,A000000,A: Reclassification & Adjustment of Trial Balance,09400,00600,Reclassified Net Expenses,TRIAL BALANCE OF EXPENSE ACCOUNTS,nan
B_1_C0_100,Int & Res (non approved teaching program,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10000,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_105,Kidney Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10500,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_106,Heart Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10600,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_107,Liver Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10700,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_108,Lung  Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10800,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_109,Pancreas Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10900,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_110,Intestinal Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11000,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_111,Islet Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11100,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_113,Interest Expense,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11300,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_114,Utilization Review SNF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11400,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_3,Other Capital,NUMERIC,B000001,"B, Part I: Cost Allocation - General",00300,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_42,Subprovider I,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04200,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_4201,Subprovider II,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04201,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_4501,ICF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04501,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_46,OLTC,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04600,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_61,PBP Clinical Lab Services Program Only,NUMERIC,B000001,"B, Part I: Cost Allocation - General",06100,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_92,Observation Beds (non Distinct Unit),NUMERIC,B000001,"B, Part I: Cost Allocation - General",09200,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C0_94,Home Program Dialysis,NUMERIC,B000001,"B, Part I: Cost Allocation - General",09400,00000,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation
B_1_C21_100,Int & Res (non approved teaching program,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10000,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_105,Kidney Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10500,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_106,Heart Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10600,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_107,Liver Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10700,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_108,Lung  Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10800,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_109,Pancreas Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10900,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_110,Intestinal Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11000,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_111,Islet Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11100,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_113,Interest Expense,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11300,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_114,Utilization Review SNF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11400,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_41,Subprovider-IRF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04100,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_42,Subprovider I,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04200,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_4201,Subprovider II,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04201,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_44,SNF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04400,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_45,NF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04500,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_4501,ICF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04501,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_46,OLTC,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04600,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_61,PBP Clinical Lab Services Program Only,NUMERIC,B000001,"B, Part I: Cost Allocation - General",06100,02100,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes
B_1_C21_94,Home Program Dialysis,NUMERIC,B000001,"B, Part I: Cost Allocation - General",09400,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C21_95,Ambulance Services,NUMERIC,B000001,"B, Part I: Cost Allocation - General",09500,02100,Inpatient Routine Services,COST ALLOCATION,nan
B_1_C22_100,Int & Res (non approved teaching program,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10000,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_105,Kidney Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10500,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_106,Heart Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10600,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_107,Liver Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10700,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_108,Lung  Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10800,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_109,Pancreas Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10900,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_110,Intestinal Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11000,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_111,Islet Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11100,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_113,Interest Expense,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11300,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_114,Utilization Review SNF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11400,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_41,Subprovider-IRF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04100,02200,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs
B_1_C22_42,Subprovider I,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04200,02200,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs
B_1_C22_4201,Subprovider II,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04201,02200,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs
B_1_C22_44,SNF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04400,02200,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs
B_1_C22_45,NF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04500,02200,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs
B_1_C22_4501,ICF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04501,02200,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs
B_1_C22_46,OLTC,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04600,02200,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs
B_1_C22_61,PBP Clinical Lab Services Program Only,NUMERIC,B000001,"B, Part I: Cost Allocation - General",06100,02200,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs
B_1_C22_94,Home Program Dialysis,NUMERIC,B000001,"B, Part I: Cost Allocation - General",09400,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C22_95,Ambulance Services,NUMERIC,B000001,"B, Part I: Cost Allocation - General",09500,02200,Ancillary Services,COST ALLOCATION,nan
B_1_C26_100,Int & Res (non approved teaching program,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10000,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_105,Kidney Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10500,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_106,Heart Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10600,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_107,Liver Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10700,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_108,Lung  Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10800,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_109,Pancreas Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",10900,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_110,Intestinal Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11000,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_111,Islet Acquisition,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11100,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_113,Interest Expense,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11300,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_114,Utilization Review SNF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",11400,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_200,Cross Foot Adjustments,NUMERIC,B000001,"B, Part I: Cost Allocation - General",20000,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_42,Subprovider I,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04200,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_4201,Subprovider II,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04201,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_4501,ICF,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04501,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_46,OLTC,NUMERIC,B000001,"B, Part I: Cost Allocation - General",04600,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_61,PBP Clinical Lab Services Program Only,NUMERIC,B000001,"B, Part I: Cost Allocation - General",06100,02600,Stat Basis / Total,COST ALLOCATION,nan
B_1_C26_94,Home Program Dialysis,NUMERIC,B000001,"B, Part I: Cost Allocation - General",09400,02600,Stat Basis / Total,COST ALLOCATION,nan
B_2_C26_100,Int & Res (non approved teaching program,NUMERIC,B000002,"B, Part II: Cost Allocation",10000,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_105,Kidney Acquisition,NUMERIC,B000002,"B, Part II: Cost Allocation",10500,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_106,Heart Acquisition,NUMERIC,B000002,"B, Part II: Cost Allocation",10600,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_107,Liver Acquisition,NUMERIC,B000002,"B, Part II: Cost Allocation",10700,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_108,Lung  Acquisition,NUMERIC,B000002,"B, Part II: Cost Allocation",10800,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_109,Pancreas Acquisition,NUMERIC,B000002,"B, Part II: Cost Allocation",10900,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_110,Intestinal Acquisition,NUMERIC,B000002,"B, Part II: Cost Allocation",11000,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_111,Islet Acquisition,NUMERIC,B000002,"B, Part II: Cost Allocation",11100,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_113,Interest Expense,NUMERIC,B000002,"B, Part II: Cost Allocation",11300,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_114,Utilization Review SNF,NUMERIC,B000002,"B, Part II: Cost Allocation",11400,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
B_2_C26_42,Subprovider I,NUMERIC,B000002,"B, Part II: Cost Allocation",04200,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_4201,Subprovider II,NUMERIC,B000002,"B, Part II: Cost Allocation",04201,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_4501,ICF,NUMERIC,B000002,"B, Part II: Cost Allocation",04501,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_46,OLTC,NUMERIC,B000002,"B, Part II: Cost Allocation",04600,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_61,PBP Clinical Lab Services Program Only,NUMERIC,B000002,"B, Part II: Cost Allocation",06100,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,TOTAL CAPITAL COSTS AFTER COST ALLOCATION
B_2_C26_94,Home Program Dialysis,NUMERIC,B000002,"B, Part II: Cost Allocation",09400,02600,ALLOCATION OF NEW CAPITAL COSTS - TOTAL CAPITAL COSTS AFTER COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,nan
