sas_column,worksheet,worksheet_code,line_raw,line,col_raw,col,line_name,col_name,category,subcategory,data_type,status
rpt_rec_num,,,,,,,Report Record Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
prvdr_num,,,,,,,Hospital Provider Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fi_num,,,,,,,Fiscal Intermediary Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
rpt_stus_cd,,,,,,,Report Status Code,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fi_creat_dt,,,,,,,Fiscal Intermediary/MAC Create Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fy_bgn_dt,,,,,,,Fiscal Year Begin Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fy_end_dt,,,,,,,Fiscal Year End Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
util_cd,,,,,,,"Utilization Code (F=Full, L=Low Medicare)",,,,ID,ID_FIELD
trnsmtl_num,,,,,,,Transmittal Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
proc_dt,,,,,,,Processing Date,,,,ID,ID_FIELD
msa,,,,,,,Metropolitan Statistical Area Code,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
_NAME_,,,,,,,SAS Internal Row Identifier,,,,ID,ID_FIELD
B_1_C0_6,"B, Part I: Cost Allocation - General",B000001,00600,6,00000,0,Maintenance and Repairs,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_7,"B, Part I: Cost Allocation - General",B000001,00700,7,00000,0,Operation of Plant,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_8,"B, Part I: Cost Allocation - General",B000001,00800,8,00000,0,Laundry and Linen Service,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_9,"B, Part I: Cost Allocation - General",B000001,00900,9,00000,0,Housekeeping,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_10,"B, Part I: Cost Allocation - General",B000001,01000,10,00000,0,Dietary,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_11,"B, Part I: Cost Allocation - General",B000001,01100,11,00000,0,Cafeteria,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_12,"B, Part I: Cost Allocation - General",B000001,01200,12,00000,0,Maintenance of Personnel,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_13,"B, Part I: Cost Allocation - General",B000001,01300,13,00000,0,Nursing Administration,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_14,"B, Part I: Cost Allocation - General",B000001,01400,14,00000,0,Central Services and Supply,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_15,"B, Part I: Cost Allocation - General",B000001,01500,15,00000,0,Pharmacy,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_16,"B, Part I: Cost Allocation - General",B000001,01600,16,00000,0,Medical Records and Medical Rec. Library,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_17,"B, Part I: Cost Allocation - General",B000001,01700,17,00000,0,Social Service,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_18,"B, Part I: Cost Allocation - General",B000001,01800,18,00000,0,Other General Service,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_19,"B, Part I: Cost Allocation - General",B000001,01900,19,00000,0,Nonphysician Anesthetists,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_20,"B, Part I: Cost Allocation - General",B000001,02000,20,00000,0,Nursing School,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_21,"B, Part I: Cost Allocation - General",B000001,02100,21,00000,0,Interns & Res Salary and Fringe Benefits,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_21,"B, Part I: Cost Allocation - General",B000001,02100,21,02100,21,Interns & Res Salary and Fringe Benefits,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C0_22,"B, Part I: Cost Allocation - General",B000001,02200,22,00000,0,Interns & Res Other Program Costs,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_23,"B, Part I: Cost Allocation - General",B000001,02300,23,00000,0,Paramedical Education,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C0_30,"B, Part I: Cost Allocation - General",B000001,03000,30,00000,0,Adults and Pediatrics,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_30,"B, Part I: Cost Allocation - General",B000001,03000,30,02100,21,Adults and Pediatrics,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_30,"B, Part I: Cost Allocation - General",B000001,03000,30,02200,22,Adults and Pediatrics,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_30,"B, Part I: Cost Allocation - General",B000001,03000,30,02600,26,Adults and Pediatrics,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_31,"B, Part I: Cost Allocation - General",B000001,03100,31,00000,0,Intensive Care Unit,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_31,"B, Part I: Cost Allocation - General",B000001,03100,31,02100,21,Intensive Care Unit,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_31,"B, Part I: Cost Allocation - General",B000001,03100,31,02200,22,Intensive Care Unit,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_31,"B, Part I: Cost Allocation - General",B000001,03100,31,02600,26,Intensive Care Unit,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_32,"B, Part I: Cost Allocation - General",B000001,03200,32,00000,0,Coronary Care Unit,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_32,"B, Part I: Cost Allocation - General",B000001,03200,32,02100,21,Coronary Care Unit,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_32,"B, Part I: Cost Allocation - General",B000001,03200,32,02200,22,Coronary Care Unit,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_32,"B, Part I: Cost Allocation - General",B000001,03200,32,02600,26,Coronary Care Unit,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_33,"B, Part I: Cost Allocation - General",B000001,03300,33,00000,0,Burn Intensive Care Unit,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_33,"B, Part I: Cost Allocation - General",B000001,03300,33,02100,21,Burn Intensive Care Unit,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_33,"B, Part I: Cost Allocation - General",B000001,03300,33,02200,22,Burn Intensive Care Unit,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_33,"B, Part I: Cost Allocation - General",B000001,03300,33,02600,26,Burn Intensive Care Unit,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_34,"B, Part I: Cost Allocation - General",B000001,03400,34,00000,0,Surgical Intensive Care Unit,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_34,"B, Part I: Cost Allocation - General",B000001,03400,34,02100,21,Surgical Intensive Care Unit,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_34,"B, Part I: Cost Allocation - General",B000001,03400,34,02200,22,Surgical Intensive Care Unit,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_34,"B, Part I: Cost Allocation - General",B000001,03400,34,02600,26,Surgical Intensive Care Unit,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_35,"B, Part I: Cost Allocation - General",B000001,03500,35,00000,0,Other Special Care Unit,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_35,"B, Part I: Cost Allocation - General",B000001,03500,35,02100,21,Other Special Care Unit,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_35,"B, Part I: Cost Allocation - General",B000001,03500,35,02200,22,Other Special Care Unit,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_35,"B, Part I: Cost Allocation - General",B000001,03500,35,02600,26,Other Special Care Unit,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_40,"B, Part I: Cost Allocation - General",B000001,04000,40,00000,0,Subprovider-IPF,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_40,"B, Part I: Cost Allocation - General",B000001,04000,40,02100,21,Subprovider-IPF,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_40,"B, Part I: Cost Allocation - General",B000001,04000,40,02200,22,Subprovider-IPF,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_40,"B, Part I: Cost Allocation - General",B000001,04000,40,02600,26,Subprovider-IPF,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_41,"B, Part I: Cost Allocation - General",B000001,04100,41,00000,0,Subprovider-IRF,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_41,"B, Part I: Cost Allocation - General",B000001,04100,41,02100,21,Subprovider-IRF,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_41,"B, Part I: Cost Allocation - General",B000001,04100,41,02200,22,Subprovider-IRF,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_41,"B, Part I: Cost Allocation - General",B000001,04100,41,02600,26,Subprovider-IRF,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_42,"B, Part I: Cost Allocation - General",B000001,04200,42,00000,0,Subprovider I,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_42,"B, Part I: Cost Allocation - General",B000001,04200,42,02100,21,Subprovider I,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_42,"B, Part I: Cost Allocation - General",B000001,04200,42,02200,22,Subprovider I,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_42,"B, Part I: Cost Allocation - General",B000001,04200,42,02600,26,Subprovider I,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_4201,"B, Part I: Cost Allocation - General",B000001,04201,42.01,00000,0,Subprovider II,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_4201,"B, Part I: Cost Allocation - General",B000001,04201,42.01,02100,21,Subprovider II,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_4201,"B, Part I: Cost Allocation - General",B000001,04201,42.01,02200,22,Subprovider II,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_4201,"B, Part I: Cost Allocation - General",B000001,04201,42.01,02600,26,Subprovider II,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_43,"B, Part I: Cost Allocation - General",B000001,04300,43,00000,0,Nursery,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_43,"B, Part I: Cost Allocation - General",B000001,04300,43,02100,21,Nursery,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_43,"B, Part I: Cost Allocation - General",B000001,04300,43,02200,22,Nursery,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_43,"B, Part I: Cost Allocation - General",B000001,04300,43,02600,26,Nursery,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_44,"B, Part I: Cost Allocation - General",B000001,04400,44,00000,0,SNF,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_44,"B, Part I: Cost Allocation - General",B000001,04400,44,02100,21,SNF,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_44,"B, Part I: Cost Allocation - General",B000001,04400,44,02200,22,SNF,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_44,"B, Part I: Cost Allocation - General",B000001,04400,44,02600,26,SNF,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_45,"B, Part I: Cost Allocation - General",B000001,04500,45,00000,0,NF,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_45,"B, Part I: Cost Allocation - General",B000001,04500,45,02100,21,NF,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_45,"B, Part I: Cost Allocation - General",B000001,04500,45,02200,22,NF,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_45,"B, Part I: Cost Allocation - General",B000001,04500,45,02600,26,NF,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_4501,"B, Part I: Cost Allocation - General",B000001,04501,45.01,00000,0,ICF,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_4501,"B, Part I: Cost Allocation - General",B000001,04501,45.01,02100,21,ICF,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_4501,"B, Part I: Cost Allocation - General",B000001,04501,45.01,02200,22,ICF,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_4501,"B, Part I: Cost Allocation - General",B000001,04501,45.01,02600,26,ICF,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_46,"B, Part I: Cost Allocation - General",B000001,04600,46,00000,0,OLTC,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_46,"B, Part I: Cost Allocation - General",B000001,04600,46,02100,21,OLTC,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_46,"B, Part I: Cost Allocation - General",B000001,04600,46,02200,22,OLTC,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_46,"B, Part I: Cost Allocation - General",B000001,04600,46,02600,26,OLTC,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_50,"B, Part I: Cost Allocation - General",B000001,05000,50,00000,0,Operating Room,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_50,"B, Part I: Cost Allocation - General",B000001,05000,50,02100,21,Operating Room,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_50,"B, Part I: Cost Allocation - General",B000001,05000,50,02200,22,Operating Room,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_50,"B, Part I: Cost Allocation - General",B000001,05000,50,02600,26,Operating Room,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_51,"B, Part I: Cost Allocation - General",B000001,05100,51,00000,0,Recovery Room,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_51,"B, Part I: Cost Allocation - General",B000001,05100,51,02100,21,Recovery Room,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_51,"B, Part I: Cost Allocation - General",B000001,05100,51,02200,22,Recovery Room,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_51,"B, Part I: Cost Allocation - General",B000001,05100,51,02600,26,Recovery Room,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_52,"B, Part I: Cost Allocation - General",B000001,05200,52,00000,0,Delivery Room and Labor Room,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_52,"B, Part I: Cost Allocation - General",B000001,05200,52,02100,21,Delivery Room and Labor Room,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_52,"B, Part I: Cost Allocation - General",B000001,05200,52,02200,22,Delivery Room and Labor Room,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_52,"B, Part I: Cost Allocation - General",B000001,05200,52,02600,26,Delivery Room and Labor Room,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_53,"B, Part I: Cost Allocation - General",B000001,05300,53,00000,0,Anesthesiology,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_53,"B, Part I: Cost Allocation - General",B000001,05300,53,02100,21,Anesthesiology,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_53,"B, Part I: Cost Allocation - General",B000001,05300,53,02200,22,Anesthesiology,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_53,"B, Part I: Cost Allocation - General",B000001,05300,53,02600,26,Anesthesiology,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_54,"B, Part I: Cost Allocation - General",B000001,05400,54,00000,0,Radiology-Diagnostic,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_54,"B, Part I: Cost Allocation - General",B000001,05400,54,02100,21,Radiology-Diagnostic,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_54,"B, Part I: Cost Allocation - General",B000001,05400,54,02200,22,Radiology-Diagnostic,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_54,"B, Part I: Cost Allocation - General",B000001,05400,54,02600,26,Radiology-Diagnostic,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_55,"B, Part I: Cost Allocation - General",B000001,05500,55,00000,0,Radiology-Therapeutic,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_55,"B, Part I: Cost Allocation - General",B000001,05500,55,02100,21,Radiology-Therapeutic,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_55,"B, Part I: Cost Allocation - General",B000001,05500,55,02200,22,Radiology-Therapeutic,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_55,"B, Part I: Cost Allocation - General",B000001,05500,55,02600,26,Radiology-Therapeutic,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_56,"B, Part I: Cost Allocation - General",B000001,05600,56,00000,0,Radioisotope,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_56,"B, Part I: Cost Allocation - General",B000001,05600,56,02100,21,Radioisotope,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_56,"B, Part I: Cost Allocation - General",B000001,05600,56,02200,22,Radioisotope,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_56,"B, Part I: Cost Allocation - General",B000001,05600,56,02600,26,Radioisotope,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_57,"B, Part I: Cost Allocation - General",B000001,05700,57,00000,0,CT Scan,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_57,"B, Part I: Cost Allocation - General",B000001,05700,57,02100,21,CT Scan,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_57,"B, Part I: Cost Allocation - General",B000001,05700,57,02200,22,CT Scan,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_57,"B, Part I: Cost Allocation - General",B000001,05700,57,02600,26,CT Scan,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_58,"B, Part I: Cost Allocation - General",B000001,05800,58,00000,0,MRI,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_58,"B, Part I: Cost Allocation - General",B000001,05800,58,02100,21,MRI,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_58,"B, Part I: Cost Allocation - General",B000001,05800,58,02200,22,MRI,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_58,"B, Part I: Cost Allocation - General",B000001,05800,58,02600,26,MRI,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_59,"B, Part I: Cost Allocation - General",B000001,05900,59,00000,0,Cardiac Catheterization,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_59,"B, Part I: Cost Allocation - General",B000001,05900,59,02100,21,Cardiac Catheterization,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_59,"B, Part I: Cost Allocation - General",B000001,05900,59,02200,22,Cardiac Catheterization,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_59,"B, Part I: Cost Allocation - General",B000001,05900,59,02600,26,Cardiac Catheterization,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_60,"B, Part I: Cost Allocation - General",B000001,06000,60,00000,0,Laboratory,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_60,"B, Part I: Cost Allocation - General",B000001,06000,60,02100,21,Laboratory,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_60,"B, Part I: Cost Allocation - General",B000001,06000,60,02200,22,Laboratory,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_60,"B, Part I: Cost Allocation - General",B000001,06000,60,02600,26,Laboratory,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_61,"B, Part I: Cost Allocation - General",B000001,06100,61,00000,0,PBP Clinical Lab Services Program Only,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,NUMERIC,COMPLETE
B_1_C21_61,"B, Part I: Cost Allocation - General",B000001,06100,61,02100,21,PBP Clinical Lab Services Program Only,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,NUMERIC,COMPLETE
B_1_C22_61,"B, Part I: Cost Allocation - General",B000001,06100,61,02200,22,PBP Clinical Lab Services Program Only,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,NUMERIC,COMPLETE
B_1_C26_61,"B, Part I: Cost Allocation - General",B000001,06100,61,02600,26,PBP Clinical Lab Services Program Only,Stat Basis / Total,COST ALLOCATION,,NUMERIC,COMPLETE
B_1_C0_62,"B, Part I: Cost Allocation - General",B000001,06200,62,00000,0,Whole Blood & Packed Red Blood Cells,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_62,"B, Part I: Cost Allocation - General",B000001,06200,62,02100,21,Whole Blood & Packed Red Blood Cells,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_62,"B, Part I: Cost Allocation - General",B000001,06200,62,02200,22,Whole Blood & Packed Red Blood Cells,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
B_1_C26_62,"B, Part I: Cost Allocation - General",B000001,06200,62,02600,26,Whole Blood & Packed Red Blood Cells,Stat Basis / Total,COST ALLOCATION,,ROLLUP,COMPLETE
B_1_C0_6250,"B, Part I: Cost Allocation - General",B000001,06250,62.50,00000,0,Blood Clotting Factors for Hemoph.,Statistical Basis / Cost Center,COST ALLOCATION,Net Expense for Cost Allocation,ROLLUP,COMPLETE
B_1_C21_6250,"B, Part I: Cost Allocation - General",B000001,06250,62.50,02100,21,Blood Clotting Factors for Hemoph.,Inpatient Routine Services,COST ALLOCATION,Allocation of Interns & Residents Salary and Fringes,ROLLUP,COMPLETE
B_1_C22_6250,"B, Part I: Cost Allocation - General",B000001,06250,62.50,02200,22,Blood Clotting Factors for Hemoph.,Ancillary Services,COST ALLOCATION,Allocation of Interns & Residents Program Costs,ROLLUP,COMPLETE
