sas_column,worksheet,worksheet_code,line_raw,line,col_raw,col,line_name,col_name,category,subcategory,data_type,status
rpt_rec_num,,,,,,,Report Record Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
prvdr_num,,,,,,,Hospital Provider Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fi_num,,,,,,,Fiscal Intermediary Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
rpt_stus_cd,,,,,,,Report Status Code,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fi_creat_dt,,,,,,,Fiscal Intermediary/MAC Create Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fy_bgn_dt,,,,,,,Fiscal Year Begin Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
fy_end_dt,,,,,,,Fiscal Year End Date,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
util_cd,,,,,,,"Utilization Code (F=Full, L=Low Medicare)",,,,ID,ID_FIELD
trnsmtl_num,,,,,,,Transmittal Number,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
proc_dt,,,,,,,Processing Date,,,,ID,ID_FIELD
msa,,,,,,,Metropolitan Statistical Area Code,,HOSPITAL IDENTIFICATION INFORMATION,,ID,ID_FIELD
_NAME_,,,,,,,SAS Internal Row Identifier,,,,ID,ID_FIELD
H3_1_HHA1_C7_1,"H-3, Part I: HHA 1",H310181,00100,1,00700,7,Home Health Agency 1 | Line 1 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C5_2,"H-3, Part I: HHA 1",H310181,00200,2,00500,5,Home Health Agency 1 | Line 2 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C6_2,"H-3, Part I: HHA 1",H310181,00200,2,00600,6,Home Health Agency 1 | Line 2 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C7_2,"H-3, Part I: HHA 1",H310181,00200,2,00700,7,Home Health Agency 1 | Line 2 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C5_3,"H-3, Part I: HHA 1",H310181,00300,3,00500,5,Home Health Agency 1 | Line 3 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C6_3,"H-3, Part I: HHA 1",H310181,00300,3,00600,6,Home Health Agency 1 | Line 3 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C7_3,"H-3, Part I: HHA 1",H310181,00300,3,00700,7,Home Health Agency 1 | Line 3 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C5_4,"H-3, Part I: HHA 1",H310181,00400,4,00500,5,Home Health Agency 1 | Line 4 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C6_4,"H-3, Part I: HHA 1",H310181,00400,4,00600,6,Home Health Agency 1 | Line 4 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C7_4,"H-3, Part I: HHA 1",H310181,00400,4,00700,7,Home Health Agency 1 | Line 4 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C5_5,"H-3, Part I: HHA 1",H310181,00500,5,00500,5,Home Health Agency 1 | Line 5 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C6_5,"H-3, Part I: HHA 1",H310181,00500,5,00600,6,Home Health Agency 1 | Line 5 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C7_5,"H-3, Part I: HHA 1",H310181,00500,5,00700,7,Home Health Agency 1 | Line 5 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C5_6,"H-3, Part I: HHA 1",H310181,00600,6,00500,5,Home Health Agency 1 | Line 6 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C6_6,"H-3, Part I: HHA 1",H310181,00600,6,00600,6,Home Health Agency 1 | Line 6 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C7_6,"H-3, Part I: HHA 1",H310181,00600,6,00700,7,Home Health Agency 1 | Line 6 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C5_7,"H-3, Part I: HHA 1",H310181,00700,7,00500,5,Home Health Agency 1 | Line 7 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C6_7,"H-3, Part I: HHA 1",H310181,00700,7,00600,6,Home Health Agency 1 | Line 7 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C7_7,"H-3, Part I: HHA 1",H310181,00700,7,00700,7,Home Health Agency 1 | Line 7 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C9_15,"H-3, Part I: HHA 1",H310181,01500,15,00900,9,Home Health Agency 1 | Line 15 | Col 9,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C10_15,"H-3, Part I: HHA 1",H310181,01500,15,01000,10,Home Health Agency 1 | Line 15 | Col 10,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C11_15,"H-3, Part I: HHA 1",H310181,01500,15,01100,11,Home Health Agency 1 | Line 15 | Col 11,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA1_C10_16,"H-3, Part I: HHA 1",H310181,01600,16,01000,10,Home Health Agency 1 | Line 16 | Col 10,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C11_16,"H-3, Part I: HHA 2",,16,16,11,11,Home Health Agency 2 | Line 16 | Col 11,,,,UNKNOWN,MISSING: COL_NAME
H3_1_HHA2_C5_1,"H-3, Part I: HHA 2",H320181,00100,1,00500,5,Home Health Agency 2 | Line 1 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C6_1,"H-3, Part I: HHA 2",H320181,00100,1,00600,6,Home Health Agency 2 | Line 1 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C7_1,"H-3, Part I: HHA 2",H320181,00100,1,00700,7,Home Health Agency 2 | Line 1 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C5_2,"H-3, Part I: HHA 2",H320181,00200,2,00500,5,Home Health Agency 2 | Line 2 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C6_2,"H-3, Part I: HHA 2",H320181,00200,2,00600,6,Home Health Agency 2 | Line 2 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C7_2,"H-3, Part I: HHA 2",H320181,00200,2,00700,7,Home Health Agency 2 | Line 2 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C5_3,"H-3, Part I: HHA 2",H320181,00300,3,00500,5,Home Health Agency 2 | Line 3 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C6_3,"H-3, Part I: HHA 2",H320181,00300,3,00600,6,Home Health Agency 2 | Line 3 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C7_3,"H-3, Part I: HHA 2",H320181,00300,3,00700,7,Home Health Agency 2 | Line 3 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C5_4,"H-3, Part I: HHA 2",H320181,00400,4,00500,5,Home Health Agency 2 | Line 4 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C6_4,"H-3, Part I: HHA 2",H320181,00400,4,00600,6,Home Health Agency 2 | Line 4 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C7_4,"H-3, Part I: HHA 2",H320181,00400,4,00700,7,Home Health Agency 2 | Line 4 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C5_5,"H-3, Part I: HHA 2",H320181,00500,5,00500,5,Home Health Agency 2 | Line 5 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C6_5,"H-3, Part I: HHA 2",H320181,00500,5,00600,6,Home Health Agency 2 | Line 5 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C7_5,"H-3, Part I: HHA 2",H320181,00500,5,00700,7,Home Health Agency 2 | Line 5 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C5_6,"H-3, Part I: HHA 2",H320181,00600,6,00500,5,Home Health Agency 2 | Line 6 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C6_6,"H-3, Part I: HHA 2",H320181,00600,6,00600,6,Home Health Agency 2 | Line 6 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C7_6,"H-3, Part I: HHA 2",H320181,00600,6,00700,7,Home Health Agency 2 | Line 6 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C5_7,"H-3, Part I: HHA 2",H320181,00700,7,00500,5,Home Health Agency 2 | Line 7 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C6_7,"H-3, Part I: HHA 2",H320181,00700,7,00600,6,Home Health Agency 2 | Line 7 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C7_7,"H-3, Part I: HHA 2",H320181,00700,7,00700,7,Home Health Agency 2 | Line 7 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C9_15,"H-3, Part I: HHA 2",H320181,01500,15,00900,9,Home Health Agency 2 | Line 15 | Col 9,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C10_15,"H-3, Part I: HHA 2",H320181,01500,15,01000,10,Home Health Agency 2 | Line 15 | Col 10,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C11_15,"H-3, Part I: HHA 2",H320181,01500,15,01100,11,Home Health Agency 2 | Line 15 | Col 11,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA2_C10_16,"H-3, Part I: HHA 2",H320181,01600,16,01000,10,Home Health Agency 2 | Line 16 | Col 10,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C5_1,"H-3, Part I: HHA 3",H330181,00100,1,00500,5,Home Health Agency 3 | Line 1 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C6_1,"H-3, Part I: HHA 3",H330181,00100,1,00600,6,Home Health Agency 3 | Line 1 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C7_1,"H-3, Part I: HHA 3",H330181,00100,1,00700,7,Home Health Agency 3 | Line 1 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C5_2,"H-3, Part I: HHA 3",H330181,00200,2,00500,5,Home Health Agency 3 | Line 2 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C6_2,"H-3, Part I: HHA 3",H330181,00200,2,00600,6,Home Health Agency 3 | Line 2 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C7_2,"H-3, Part I: HHA 3",H330181,00200,2,00700,7,Home Health Agency 3 | Line 2 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C5_3,"H-3, Part I: HHA 3",H330181,00300,3,00500,5,Home Health Agency 3 | Line 3 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C6_3,"H-3, Part I: HHA 3",H330181,00300,3,00600,6,Home Health Agency 3 | Line 3 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C7_3,"H-3, Part I: HHA 3",H330181,00300,3,00700,7,Home Health Agency 3 | Line 3 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C5_4,"H-3, Part I: HHA 3",H330181,00400,4,00500,5,Home Health Agency 3 | Line 4 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C6_4,"H-3, Part I: HHA 3",H330181,00400,4,00600,6,Home Health Agency 3 | Line 4 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C7_4,"H-3, Part I: HHA 3",H330181,00400,4,00700,7,Home Health Agency 3 | Line 4 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C5_5,"H-3, Part I: HHA 3",H330181,00500,5,00500,5,Home Health Agency 3 | Line 5 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C6_5,"H-3, Part I: HHA 3",H330181,00500,5,00600,6,Home Health Agency 3 | Line 5 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C7_5,"H-3, Part I: HHA 3",H330181,00500,5,00700,7,Home Health Agency 3 | Line 5 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C5_6,"H-3, Part I: HHA 3",H330181,00600,6,00500,5,Home Health Agency 3 | Line 6 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C6_6,"H-3, Part I: HHA 3",H330181,00600,6,00600,6,Home Health Agency 3 | Line 6 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C7_6,"H-3, Part I: HHA 3",H330181,00600,6,00700,7,Home Health Agency 3 | Line 6 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C5_7,"H-3, Part I: HHA 3",H330181,00700,7,00500,5,Home Health Agency 3 | Line 7 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C6_7,"H-3, Part I: HHA 3",H330181,00700,7,00600,6,Home Health Agency 3 | Line 7 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C7_7,"H-3, Part I: HHA 3",H330181,00700,7,00700,7,Home Health Agency 3 | Line 7 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C9_15,"H-3, Part I: HHA 3",H330181,01500,15,00900,9,Home Health Agency 3 | Line 15 | Col 9,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C10_15,"H-3, Part I: HHA 3",H330181,01500,15,01000,10,Home Health Agency 3 | Line 15 | Col 10,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C11_15,"H-3, Part I: HHA 3",H330181,01500,15,01100,11,Home Health Agency 3 | Line 15 | Col 11,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA3_C10_16,"H-3, Part I: HHA 3",H330181,01600,16,01000,10,Home Health Agency 3 | Line 16 | Col 10,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C5_1,"H-3, Part I: HHA 4",H340181,00100,1,00500,5,Home Health Agency 4 | Line 1 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C6_1,"H-3, Part I: HHA 4",H340181,00100,1,00600,6,Home Health Agency 4 | Line 1 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C7_1,"H-3, Part I: HHA 4",H340181,00100,1,00700,7,Home Health Agency 4 | Line 1 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C5_2,"H-3, Part I: HHA 4",H340181,00200,2,00500,5,Home Health Agency 4 | Line 2 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C6_2,"H-3, Part I: HHA 4",H340181,00200,2,00600,6,Home Health Agency 4 | Line 2 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C7_2,"H-3, Part I: HHA 4",H340181,00200,2,00700,7,Home Health Agency 4 | Line 2 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C5_3,"H-3, Part I: HHA 4",H340181,00300,3,00500,5,Home Health Agency 4 | Line 3 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C6_3,"H-3, Part I: HHA 4",H340181,00300,3,00600,6,Home Health Agency 4 | Line 3 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C7_3,"H-3, Part I: HHA 4",H340181,00300,3,00700,7,Home Health Agency 4 | Line 3 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C5_4,"H-3, Part I: HHA 4",H340181,00400,4,00500,5,Home Health Agency 4 | Line 4 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C6_4,"H-3, Part I: HHA 4",H340181,00400,4,00600,6,Home Health Agency 4 | Line 4 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C7_4,"H-3, Part I: HHA 4",H340181,00400,4,00700,7,Home Health Agency 4 | Line 4 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C5_5,"H-3, Part I: HHA 4",H340181,00500,5,00500,5,Home Health Agency 4 | Line 5 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C6_5,"H-3, Part I: HHA 4",H340181,00500,5,00600,6,Home Health Agency 4 | Line 5 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C7_5,"H-3, Part I: HHA 4",H340181,00500,5,00700,7,Home Health Agency 4 | Line 5 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C5_6,"H-3, Part I: HHA 4",H340181,00600,6,00500,5,Home Health Agency 4 | Line 6 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C6_6,"H-3, Part I: HHA 4",H340181,00600,6,00600,6,Home Health Agency 4 | Line 6 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C7_6,"H-3, Part I: HHA 4",H340181,00600,6,00700,7,Home Health Agency 4 | Line 6 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C5_7,"H-3, Part I: HHA 4",H340181,00700,7,00500,5,Home Health Agency 4 | Line 7 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C6_7,"H-3, Part I: HHA 4",H340181,00700,7,00600,6,Home Health Agency 4 | Line 7 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C7_7,"H-3, Part I: HHA 4",H340181,00700,7,00700,7,Home Health Agency 4 | Line 7 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C9_15,"H-3, Part I: HHA 4",H340181,01500,15,00900,9,Home Health Agency 4 | Line 15 | Col 9,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C10_15,"H-3, Part I: HHA 4",H340181,01500,15,01000,10,Home Health Agency 4 | Line 15 | Col 10,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C11_15,"H-3, Part I: HHA 4",H340181,01500,15,01100,11,Home Health Agency 4 | Line 15 | Col 11,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA4_C10_16,"H-3, Part I: HHA 4",H340181,01600,16,01000,10,Home Health Agency 4 | Line 16 | Col 10,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA5_C5_1,"H-3, Part I: HHA 5",H350181,00100,1,00500,5,Home Health Agency 5 | Line 1 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA5_C6_1,"H-3, Part I: HHA 5",H350181,00100,1,00600,6,Home Health Agency 5 | Line 1 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA5_C7_1,"H-3, Part I: HHA 5",H350181,00100,1,00700,7,Home Health Agency 5 | Line 1 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA5_C5_2,"H-3, Part I: HHA 5",H350181,00200,2,00500,5,Home Health Agency 5 | Line 2 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA5_C6_2,"H-3, Part I: HHA 5",H350181,00200,2,00600,6,Home Health Agency 5 | Line 2 | Col 6,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA5_C7_2,"H-3, Part I: HHA 5",H350181,00200,2,00700,7,Home Health Agency 5 | Line 2 | Col 7,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
H3_1_HHA5_C5_3,"H-3, Part I: HHA 5",H350181,00300,3,00500,5,Home Health Agency 5 | Line 3 | Col 5,STATEMENT OF REVENUES AND EXPENSES,STATEMENT OF REVENUES AND EXPENSES,,NUMERIC,COMPLETE
